전극,층,조직위,자극전극거리um,자극전극여부,구간,펄스번호,자극시각ms,기울기uV_per_ms,진폭uV,피크시각ms,기울기_교차시각,기울기_옛표본회귀,띠표본수
22,SO,1,565.7,0,post,2,1800.0,-0.0284534865945486,-0.004092000424861908,1800.8000000000002,-0.0284534865945486,-0.001147501169200586,1
22,SO,1,565.7,0,post,3,2000.0,-0.029642782650587958,-0.004253422220548003,2000.8000000000002,-0.029642782650587958,-0.0011924467965953368,1
22,SO,1,565.7,0,post,4,2200.0,-0.029684223204529136,-0.004260469228029251,2200.8,-0.029684223204529136,-0.0011944584533539913,1
23,SO,1,721.1,0,base,1,200.0,-0.00018262772392375643,-3.5468178490795366e-05,200.8,-0.00018262772392375643,-1.0379590081114873e-05,1
23,SO,1,721.1,0,base,2,400.0,-0.0037347655189144922,-0.0006047791490952151,400.8,-0.0037347655189144922,-0.0001721922306054131,1
23,SO,1,721.1,0,base,3,600.0,-0.0038397729731483973,-0.0006255824118852615,600.8000000000001,-0.0038397729731483973,-0.000178264453784303,1
23,SO,1,721.1,0,post,1,1600.0,-0.004133984365057272,-0.00070990901440382,1600.8000000000002,-0.004133984365057272,-0.00020380597536117444,1
23,SO,1,721.1,0,post,2,1800.0,-0.013499728547635459,-0.0019359046903749295,1800.8000000000002,-0.013499728547635459,-0.0005426909767756984,1
23,SO,1,721.1,0,post,3,2000.0,-0.014067389058050904,-0.00201234919950366,2000.8000000000002,-0.014067389058050904,-0.0005639553994340209,1
23,SO,1,721.1,0,post,4,2200.0,-0.014088591787381243,-0.002015605258444946,2200.8,-0.014088591787381243,-0.0005648750804753039,1
