전극,층,조직위,자극전극거리um,자극전극여부,구간,펄스번호,자극시각ms,기울기uV_per_ms,진폭uV,피크시각ms,기울기_교차시각,기울기_옛표본회귀,띠표본수
20,SP,1,400.0,0,post,4,2200.0,-0.015014282195933383,-0.002535216510295868,2200.8,-0.015014282195933383,-0.0007260590782624881,1
21,SO,1,447.2,0,base,1,200.0,-0.0015664321244537919,-0.0002750611553589549,200.8,-0.0015664321244537919,-7.922761132350312e-05,1
21,SO,1,447.2,0,base,2,400.0,-0.01680872305851605,-0.0027985634903113094,400.8,-0.01680872305851605,-0.0007998850186601284,1
21,SO,1,447.2,0,base,3,600.0,-0.01715691430748985,-0.002881380418936416,600.8000000000001,-0.01715691430748985,-0.0008245650668565296,1
21,SO,1,447.2,0,post,1,1600.0,-0.008701061782433012,-0.0014715896298487935,1600.8000000000002,-0.008701061782433012,-0.00042154453642117754,1
21,SO,1,447.2,0,post,2,1800.0,-0.016990577761523278,-0.002841709181666374,1800.8000000000002,-0.016990577761523278,-0.0008127372701735833,1
21,SO,1,447.2,0,post,3,2000.0,-0.017160378803853734,-0.002883241822322205,2000.8000000000002,-0.017160378803853734,-0.0008251518000776866,1
21,SO,1,447.2,0,post,4,2200.0,-0.017160547990424747,-0.0028841880460580144,2200.8,-0.017160547990424747,-0.0008254591365269255,1
22,SO,1,565.7,0,base,1,200.0,-0.0012921536959699493,-0.00022722283999125625,200.8,-0.0012921536959699493,-6.546266368789273e-05,1
22,SO,1,565.7,0,base,2,400.0,-0.008127803773430316,-0.0013235447307427817,400.8,-0.008127803773430316,-0.0003771297628933743,1
22,SO,1,565.7,0,base,3,600.0,-0.0083268707094071,-0.0013653362790743417,600.8000000000001,-0.0083268707094071,-0.00038940459441143494,1
22,SO,1,565.7,0,post,1,1600.0,-0.004537331756071371,-0.0007732013861338205,1600.8000000000002,-0.004537331756071371,-0.00022172927828724112,1
22,SO,1,565.7,0,post,2,1800.0,-0.008225826938010964,-0.001346385727326066,1800.8000000000002,-0.008225826938010964,-0.00038390979122801804,1
22,SO,1,565.7,0,post,3,2000.0,-0.008330446338313695,-0.0013666686912377768,2000.8000000000002,-0.008330446338313695,-0.0003898143763436981,1
22,SO,1,565.7,0,post,4,2200.0,-0.008329567953001394,-0.0013670437037944794,2200.8,-0.008329567953001394,-0.00038994476150398127,1
23,SO,1,721.1,0,base,1,200.0,-0.00018262772392375643,-3.5468178490795366e-05,200.8,-0.00018262772392375643,-1.0379590081114873e-05,1
23,SO,1,721.1,0,base,2,400.0,-0.0037347655189144922,-0.0006047791490952151,400.8,-0.0037347655189144922,-0.0001721922306054131,1
23,SO,1,721.1,0,base,3,600.0,-0.0038397729731483973,-0.0006255824118852615,600.8000000000001,-0.0038397729731483973,-0.000178264453784303,1
23,SO,1,721.1,0,post,1,1600.0,-0.0020869277190310475,-0.0003560039525230749,1600.8000000000002,-0.0020869277190310475,-0.00010210555034031283,1
23,SO,1,721.1,0,post,2,1800.0,-0.0037875118464124214,-0.0006164514149228709,1800.8000000000002,-0.0037875118464124214,-0.0001756381241271455,1
23,SO,1,721.1,0,post,3,2000.0,-0.0038419405201311203,-0.0006262855604290962,2000.8000000000002,-0.0038419405201311203,-0.0001784786579761714,1
23,SO,1,721.1,0,post,4,2200.0,-0.003841728918070518,-0.0006264861052234991,2200.8,-0.003841728918070518,-0.000178543850556313,1
